date,btc,ltc,xrp,sp,gold,bond,vix,,,,,
2015-01-21,210.55,1.31,0.0175,2032.12,701.49,398.96,18.85,,,,,
2015-01-22,228.17,1.36,0.0152,2063.15,705.28,398.47,16.4,,,,,
2015-01-23,232.7,1.41,0.016,2051.82,700.9,400.42,16.66,,,,,
2015-01-26,252.09,2.22,0.017,2057.09,693.75,400.44,15.52,,,,,
2015-01-27,269.18,2.06,0.0147,2029.55,700.52,400.48,17.22,,,,,
2015-01-28,263.27,2.08,0.0155,2002.16,697.43,402.98,20.44,,,,,
2015-01-29,236.17,1.93,0.015,2021.25,680.47,402.26,18.76,,,,,
2015-01-30,233.99,1.89,0.0135,1994.99,693.1,403.87,20.97,,,,, 
2015-02-02,225.29,1.84,0.015,2020.85,691.85,404.12,19.43,,,,,
2015-02-03,238.86,1.78,0.0133,2050.03,682.86,401.8,17.33,,,,,
2015-02-04,227.41,1.83,0.0148,2041.51,685.13,401.75,18.33,,,,,
2015-02-05,226.58,1.8,0.014,2062.52,684.16,401.43,16.85,,,,,
2015-02-06,216.52,1.739,0.0157,2055.47,668.93,399.16,17.29,,,,,
2015-02-09,223.67,1.78,0.0143,2046.74,672.67,399.18,18.55,,,,,
2015-02-10,220.34,1.73,0.0135,2068.59,667.63,398.25,17.23,,,,,
2015-02-11,219.67,1.757,0.0146,2068.53,660.81,398.42,16.96,,,,,
2015-02-12,218.83,1.729,0.0146,2088.48,661.4,398.62,15.34,,,,,
2015-02-13,221.79,1.749,0.0143,2096.99,664.87,397.76,14.69,,,,,
2015-02-17,235.83,1.799,0.0151,2100.34,654.85,395.53,15.8,,,,,
2015-02-18,243.2,1.849,0.013,2099.68,650.3,397.33,15.45,,,,,
2015-02-19,235.2,1.809,0.015,2097.45,654.31,396.66,15.29,,,,,
2015-02-20,241.92,1.848,0.0131,2110.3,652.85,396.51,14.3,,,,,
2015-02-23,235.73,1.794,0.0131,2109.66,650.63,398.66,14.56,,,,,
2015-02-24,238.82,1.808,0.014,2115.48,648.73,400.4,13.69,,,,,
2015-02-25,238.89,1.818,0.0134,2113.86,651.01,400.91,13.84,,,,,
2015-02-26,237.33,1.799,0.014,2110.74,655.67,399.9,13.91,,,,,
2015-02-27,236.53,1.809,0.013,2104.5,657.29,400.39,13.34,,,,,
2015-03-02,257.94,1.875,0.011,2117.39,654.64,398.44,13.04,,,,,
2015-03-03,273.75,1.915,0.0066,2107.78,652.58,397.83,13.86,,,,,
2015-03-04,280.65,1.939,0.0085,2098.53,650.68,397.78,14.23,,,,,
2015-03-05,271.92,1.928,0.012,2101.04,648.14,398.19,14.04,,,,,
2015-03-06,275.23,1.909,0.012,2071.26,630.85,395.25,15.2,,,,,
2015-03-09,274.49,1.89,0.0098,2079.43,632.04,396.3,15.06,,,,,
2015-03-10,290.02,1.939,0.0098,2044.16,628.56,397.59,16.69,,,,,
2015-03-11,291.37,2.007,0.0095,2040.24,623.41,398.04,16.87,,,,,
2015-03-12,295.6,2.016,0.0077,2065.95,624.12,398.14,15.42,,,,,
2015-03-13,293.85,2.039,0.0108,2053.4,624.33,397.61,16,,,,,
2015-03-16,284.88,2.008,0.0106,2081.19,624.71,397.68,15.61,,,,,
2015-03-17,290.41,2.029,0.0105,2074.28,622.01,398.34,15.66,,,,,
2015-03-18,285.38,1.986,0.0105,2099.5,623.63,400.71,13.97,,,,,
2015-03-19,255.92,1.736,0.0102,2089.27,633.27,400.35,14.07,,,,,
2015-03-20,260.93,1.75,0.0109,2108.1,641.71,401.42,13.02,,,,,
2015-03-23,268.57,1.79,0.01,2104.42,643.34,401.61,13.41,,,,,
2015-03-24,265.46,1.77,0.0097,2091.5,645.34,402.63,13.62,,,,,
2015-03-25,246.72,1.645,0.0099,2061.05,648.54,401.59,15.44,,,,,
2015-03-26,246.37,1.664,0.0092,2056.15,652.71,399.35,15.8,,,,,
2015-03-27,248.02,1.688,0.0085,2061.02,650,401.16,15.07,,,,,
2015-03-30,242.08,1.649,0.0081,2086.24,641.67,400.89,14.51,,,,,
2015-03-31,246.79,1.67,0.0082,2067.89,640.53,401.5,15.29,,,,,
2015-04-01,244.15,1.649,0.0077,2059.69,654.06,403.11,15.11,,,,,
2015-04-02,246.24,1.66,0.0079,2066.96,650.11,402.39,14.67,,,,,
2015-04-06,259.64,1.672,0.0088,2080.62,659.7,402.38,14.74,,,,,
2015-04-07,254.97,1.644,0.0088,2076.33,655.37,403.22,14.78,,,,,
2015-04-08,252.97,1.666,0.0091,2081.9,651.31,403.52,13.98,,,,,
2015-04-09,244.57,1.62,0.0092,2091.18,646.16,401.91,13.09,,,,,
2015-04-10,243.32,1.58,0.0092,2102.06,652.12,402.27,12.58,,,,,
2015-04-13,235.85,1.459,0.008,2092.43,649.25,402.69,13.94,,,,,
2015-04-14,223.59,1.362,0.0083,2095.84,645.62,403.45,13.67,,,,,
2015-04-15,217.99,1.379,0.0083,2106.63,650.33,403.5,12.84,,,,,
2015-04-16,222.97,1.38,0.0083,2104.99,648.55,403.84,12.6,,,,,
2015-04-17,227.98,1.409,0.0083,2081.18,651.31,404.6,13.89,,,,,
2015-04-20,223.02,1.384,0.0115,2100.4,646.22,403.38,13.3,,,,,
2015-04-21,224.24,1.393,0.0036,2097.29,651.31,403.07,13.25,,,,,
2015-04-22,233.73,1.423,0.004,2107.96,642.54,401.67,12.71,,,,,
2015-04-23,233.78,1.458,0.0082,2112.93,646.55,402.15,12.48,,,,,
2015-04-24,235.4,1.448,0.0083,2117.69,636.1,402.77,12.29,,,,,
2015-04-27,218.7,1.32,0.0078,2108.92,651.37,402.75,13.12,,,,,
2015-04-28,228.96,1.378,0.0081,2114.76,657.16,401.31,12.41,,,,,
2015-04-29,225.81,1.362,0.0077,2106.85,655.05,399.46,13.39,,,,,
2015-04-30,225.42,1.364,0.0076,2085.51,640.11,398.95,14.55,,,,,
2015-05-01,235.77,1.432,0.0085,2108.29,635.83,397.33,12.7,,,,,
2015-05-04,239.99,1.432,0.0078,2114.49,642.49,396.77,12.85,,,,,
2015-05-05,238.97,1.411,0.0082,2089.46,645.96,395.88,14.31,,,,,
2015-05-06,235.82,1.402,0.0078,2080.15,644.39,394.3,15.15,,,,,
2015-05-07,230.03,1.391,0.0077,2088,640,395.63,15.13,,,,,
2015-05-08,237.73,1.462,0.0078,2116.1,643.63,396.29,12.86,,,,,
2015-05-11,239.96,1.431,0.0067,2105.33,640.42,393.57,13.85,,,,,
2015-05-12,241.81,1.44,0.0075,2099.12,645.5,393.89,13.86,,,,,
2015-05-13,241.58,1.441,0.0075,2098.48,659.46,393.41,13.76,,,,,
2015-05-14,236.38,1.439,0.0067,2121.1,663.25,393.96,12.74,,,,,
2015-05-15,236.9,1.442,0.0075,2122.73,663.3,396.49,12.38,,,,,
2015-05-18,236.3,1.45,0.0065,2129.2,664.55,394.58,12.73,,,,,
2015-05-19,232.64,1.44,0.0061,2127.83,653.24,393.74,12.85,,,,,
2015-05-20,232.02,1.45,0.0046,2125.85,654.38,393.5,12.88,,,,,
2015-05-21,233.96,1.45,0.005,2130.82,651.84,394.88,12.11,,,,,
2015-05-22,235.38,1.471,0.005,2126.06,651.73,394,12.13,,,,,
2015-05-26,237.41,1.796,0.0072,2104.2,642.48,396.21,14.06,,,,,
2015-05-27,237.84,1.811,0.0072,2123.48,641.78,396.29,13.27,,,,,
2015-05-28,237.29,1.842,0.015,2120.79,643.02,396.17,13.31,,,,,
2015-05-29,237.32,1.832,0.0055,2107.39,643.56,396.81,13.84,,,,,
2015-06-01,229.84,1.63,0.009,2111.73,642.97,394.39,13.97,,,,,
2015-06-02,223.14,1.611,0.0078,2109.6,646.05,392.67,14.24,,,,,
2015-06-03,225.74,1.661,0.0056,2114.07,640.91,390.82,13.66,,,,,
2015-06-04,225.59,1.672,0.0085,2095.84,635.67,392.22,14.71,,,,,
2015-06-05,224.22,1.661,0.0089,2092.83,631.83,390.27,14.21,,,,,
2015-06-08,223.47,1.732,0.0089,2079.28,634.8,390.68,15.29,,,,,
2015-06-09,228.57,1.781,0.0056,2080.15,636.97,389.57,14.47,,,,,
2015-06-10,229.56,1.797,0.0081,2105.2,641.83,388.24,13.22,,,,,
2015-06-11,228.79,1.752,0.0081,2108.86,638.48,390.41,12.85,,,,,
2015-06-12,229.88,1.791,0.0081,2094.11,637.83,390.31,13.78,,,,,
2015-06-15,233.75,1.993,0.008,2084.43,641.4,390.59,15.39,,,,,
2015-06-16,237,2.008,0.0084,2096.29,638.75,391.18,14.81,,,,,
2015-06-17,249.82,2.832,0.015,2100.44,636.54,391.23,14.5,,,,,
2015-06-18,247.38,2.852,0.0098,2121.24,650.17,390.1,13.19,,,,,
2015-06-19,248.44,3.087,0.0114,2109.99,650.11,391.87,13.96,,,,,
2015-06-22,244.1,3.014,0.01,2122.85,640.49,389.87,12.74,,,,,
2015-06-23,247.46,3.019,0.0103,2124.2,636.43,388.92,12.11,,,,,
2015-06-24,243.76,2.963,0.0103,2108.58,634.43,389.87,13.26,,,,,
2015-06-25,240.56,2.804,0.0115,2102.31,633.83,389.53,14.01,,,,,
2015-06-26,242.56,2.842,0.0115,2101.49,634.59,387.7,14.02,,,,,
2015-06-29,248.88,3.045,0.0118,2057.64,637.73,390.61,18.85,,,,,
2015-06-30,256.97,3.758,0.0115,2063.11,633.83,390.49,18.23,,,,,
2015-07-01,264.12,4.097,0.011,2077.42,632.48,388.78,16.09,,,,,
2015-07-02,257.62,3.961,0.0114,2076.78,629.34,389.39,16.79,,,,,
2015-07-06,270.14,4.766,0.0089,2068.76,634.59,391.91,17.01,,,,,
2015-07-07,269.08,5.325,0.0103,2081.34,623.45,392.92,16.09,,,,,
2015-07-08,266.21,5.325,0.0092,2046.68,629.35,393.35,19.66,,,,,
2015-07-09,268.64,6.094,0.0097,2051.31,627.02,391.09,19.97,,,,,
2015-07-10,269.14,7.603,0.0084,2076.62,626.32,388.59,16.83,,,,,
2015-07-13,310.44,5.176,0.0083,2099.6,624.97,388.56,13.9,,,,,
2015-07-14,290.35,4.541,0.0081,2108.95,623.9,389,13.37,,,,,
2015-07-15,286.96,4.539,0.0088,2107.4,620.61,390.07,13.23,,,,,
2015-07-16,283.42,4.111,0.0088,2124.29,618.66,390.13,12.11,,,,,
2015-07-17,276.59,3.597,0.0079,2126.64,611.92,390.44,11.95,,,,,
2015-07-20,273.18,3.6,0.0079,2128.28,598.26,389.84,12.25,,,,,
2015-07-21,277.68,3.871,0.0084,2119.21,596.32,390.35,12.22,,,,,
2015-07-22,275.09,3.701,0.0084,2114.15,589.84,390.73,12.12,,,,,
2015-07-23,276.46,3.776,0.0076,2102.15,591.19,391.76,12.64,,,,,
2015-07-24,275.52,3.755,0.0076,2079.65,586.28,391.72,13.74,,,,,
2015-07-27,291.77,4.569,0.0083,2067.64,592.16,392.36,15.6,,,,,
2015-07-28,293.01,4.588,0.0079,2093.25,592.06,391.78,13.44,,,,,
2015-07-29,293.7,4.985,0.0088,2108.57,590.22,391.31,12.5,,,,,
2015-07-30,288.37,4.727,0.0088,2108.63,587.74,391.71,12.13,,,,,
2015-07-31,287.02,4.531,0.008,2103.84,591.19,392.64,12.12,,,,,
2015-08-03,281.36,4.141,0.0085,2098.04,588.12,393.9,12.56,,,,,
2015-08-04,281.58,4.192,0.0085,2093.32,588.82,392.73,13,,,,,
2015-08-05,284.3,4.336,0.0082,2099.84,586.07,391.33,12.51,,,,,
2015-08-06,281.72,4.304,0.008,2083.56,588.5,391.74,13.77,,,,,
2015-08-07,278,4.014,0.008,2077.57,590.66,393.09,13.39,,,,,
2015-08-10,263.87,3.869,0.0087,2104.18,596.06,391.58,12.23,,,,,
2015-08-11,263.3,3.882,0.0092,2084.07,598.01,393.45,13.71,,,,,
2015-08-12,269.03,4.083,0.0085,2086.05,606.6,392.92,13.61,,,,,
2015-08-13,267.66,3.984,0.0085,2083.39,602.28,391.71,13.49,,,,,
2015-08-14,263.44,3.85,0.0085,2091.54,600.71,391.64,12.83,,,,,
2015-08-17,257.12,3.951,0.009,2102.44,603.8,392.74,13.02,,,,,
2015-08-18,257.13,3.966,0.0085,2096.92,602.99,391.56,13.79,,,,,
2015-08-19,246.72,3.819,0.0088,2079.61,608.93,392.66,15.25,,,,,
2015-08-20,226,3.4,0.0078,2035.73,622.59,393.48,19.14,,,,,
2015-08-21,234.66,3.567,0.0088,1970.89,626.05,393.8,28.03,,,,,
2015-08-24,226.75,3.35,0.007,1893.21,622.81,394.16,40.74,,,,,
2015-08-25,211.43,2.925,0.008,1867.61,614.56,391.08,36.02,,,,,
2015-08-26,220.51,2.933,0.0067,1940.51,607.16,389.78,30.32,,,,,
2015-08-27,224.97,2.923,0.0088,1987.66,606.08,390.68,26.1,,,,,
2015-08-28,222.73,2.802,0.0082,1988.87,612.24,390.59,26.05,,,,,
2015-08-31,228.4,2.79,0.0087,1972.18,611.43,390.36,28.43,,,,,
2015-09-01,229.47,2.819,0.0055,1913.85,615.37,390.68,31.4,,,,,
2015-09-02,227.18,2.79,0.0069,1948.86,612.03,390.3,26.09,,,,,
2015-09-03,228.63,2.778,0.0095,1951.13,607.11,391.21,25.61,,,,,
2015-09-04,226.2,2.592,0.0095,1921.22,605.44,392.4,27.8,,,,,
2015-09-08,239.58,3.045,0.008,1969.41,605.23,391.34,24.9,,,,,
2015-09-09,243.24,3.029,0.008,1942.04,594.98,392.11,26.23,,,,,
2015-09-10,237.41,2.894,0.0085,1952.29,598.92,391.28,24.37,,,,,
2015-09-11,238.08,2.931,0.0077,1961.05,595.68,392.16,23.2,,,,,
2015-09-14,230.19,2.795,0.008,1953.03,598.06,392.2,24.25,,,,,
2015-09-15,229.91,2.825,0.0073,1978.09,595.31,389.77,22.54,,,,,
2015-09-16,229.53,2.802,0.008,1995.31,604.16,389.48,21.35,,,,,
2015-09-17,228.6,2.78,0.0074,1990.2,603.08,391.53,21.14,,,,,
2015-09-18,232.72,2.902,0.0076,1958.03,614.32,393.65,22.28,,,,,
2015-09-21,231.09,2.837,0.0075,1966.97,611.62,391.78,20.14,,,,,
2015-09-22,226.33,2.782,0.0075,1942.74,607.3,393.67,22.44,,,,,
2015-09-23,230.01,2.821,0.0072,1938.76,610.92,393.29,22.13,,,,,
2015-09-24,229.89,2.849,0.0068,1932.24,622.96,393.63,23.47,,,,,
2015-09-25,233.76,2.898,0.0067,1931.34,618.53,392.46,23.62,,,,,
2015-09-28,232.5,2.861,0.0073,1881.77,611.02,393.51,27.63,,,,,
2015-09-29,238.87,3.026,0.0059,1884.09,608.38,393.57,26.83,,,,,
2015-09-30,236.71,2.988,0.0055,1920.03,602.12,392.9,24.5,,,,,
2015-10-01,235.93,2.985,0.0055,1923.82,601.31,393.08,22.55,,,,,
2015-10-02,237.05,2.981,0.0065,1951.36,613.67,394,20.94,,,,,
2015-10-05,238.33,2.982,0.005,1987.05,614.21,393,19.54,,,,,
2015-10-06,240.15,2.992,0.0059,1979.92,618.96,393.97,19.4,,,,,
2015-10-07,246.14,3.11,0.0056,1995.83,620.21,394.27,18.4,,,,,
2015-10-08,242.98,3.029,0.0055,2013.43,617.83,393.29,17.42,,,,,
2015-10-09,242.58,3.037,0.0051,2014.89,624.09,393.86,17.08,,,,,
2015-10-12,247.65,3.127,0.0053,2017.46,628.74,394.325,16.17,,,,,
2015-10-13,245.35,3.112,0.0055,2003.69,629.22,394.79,17.67,,,,,
2015-10-14,248.78,3.142,0.0054,1994.24,637,396.49,18.03,,,,,
2015-10-15,252.33,3.111,0.005,2023.86,641.15,395.66,16.05,,,,,
2015-10-16,254.44,3.085,0.0054,2033.11,638.78,395.84,15.05,,,,,
2015-10-19,261.67,2.995,0.005,2033.66,633.22,395.84,14.98,,,,,
2015-10-20,263.82,3.035,0.0051,2030.77,635.76,395.1,15.75,,,,,
2015-10-21,269.75,3.063,0.0048,2018.94,630.14,396.48,16.7,,,,,
2015-10-22,267.11,3.064,0.0046,2052.51,629.6,396.96,14.45,,,,,
2015-10-23,274.42,3.1,0.0045,2075.15,627.82,396.19,14.46,,,,,
2015-10-26,287.86,3.071,0.0045,2071.18,629.66,397.2,15.29,,,,,
2015-10-27,285.15,3.084,0.0051,2065.89,629.44,397.59,15.43,,,,,
2015-10-28,294.66,3.084,0.0048,2090.35,635,396.52,14.33,,,,,
2015-10-29,303.54,3.073,0.0044,2089.41,619.45,394.53,14.61,,,,,
2015-10-30,313.63,3.807,0.0046,2079.36,616.27,395.05,15.07,,,,,
2015-11-02,322.95,3.674,0.0048,2104.05,613.3,394.61,14.15,,,,,
2015-11-03,359.28,3.968,0.0051,2109.79,601.53,393.79,14.54,,,,,
2015-11-04,396.49,4.285,0.0048,2102.31,597.27,393.8,15.51,,,,,
2015-11-05,400.89,3.99,0.0045,2099.93,596.19,393.47,15.05,,,,,
2015-11-06,382.7,3.759,0.0043,2099.2,587.28,391.61,14.33,,,,,
2015-11-09,371.56,3.337,0.0047,2078.58,587.5,391.41,16.52,,,,,
2015-11-10,380.22,3.331,0.0044,2081.72,587.7,391.82,15.29,,,,,
2015-11-11,336.69,3.113,0.004,2075,585.66,391.735,16.06,,,,,
2015-11-12,304.71,2.924,0.0047,2045.97,583.52,391.65,18.37,,,,,
2015-11-13,333.85,3.239,0.0044,2023.04,583.52,392.2,20.08,,,,,
2015-11-16,317.45,3.037,0.0042,2053.19,584.93,392.15,18.16,,,,,
2015-11-17,330.21,3.167,0.0044,2050.44,576.78,392.8,18.84,,,,,
2015-11-18,333.91,3.176,0.0043,2083.58,576.73,392.72,16.85,,,,,
2015-11-19,335.92,3.174,0.0041,2081.24,581.7,393.39,16.99,,,,,
2015-11-20,324.98,3.105,0.0044,2089.17,580.73,393,15.47,,,,,
2015-11-23,322.78,3.112,0.0043,2086.59,575.5,393.37,15.62,,,,,
2015-11-24,322.12,3.113,0.0044,2089.14,579.12,393.4,15.93,,,,,
2015-11-25,318.35,3.097,0.0044,2088.87,577.18,393.71,15.19,,,,,
2015-11-27,353.74,3.541,0.0041,2090.11,569.9,393.76,15.12,,,,,
2015-11-30,370.84,3.645,0.004,2080.41,574.82,394.15,16.13,,,,,
2015-12-01,377.97,3.598,0.0039,2102.63,573.85,395.82,14.67,,,,,
2015-12-02,361.8,3.409,0.004,2079.51,568.62,395.63,15.91,,,,,
2015-12-03,359.98,3.343,0.0042,2049.62,572.61,391.97,18.11,,,,,
2015-12-04,360.31,3.349,0.0041,2091.69,584.97,393.29,14.81,,,,,
2015-12-07,393.38,3.436,0.0048,2077.07,580.18,394.43,15.84,,,,,
2015-12-08,394.28,3.565,0.0045,2063.59,580.24,393.41,17.6,,,,,
2015-12-09,410.67,3.63,0.0062,2047.62,580.89,393.99,19.61,,,,,
2015-12-10,416,3.616,0.0074,2052.23,578.47,393.25,19.34,,,,,
2015-12-11,415.49,3.628,0.0065,2012.37,580.47,394.75,24.39,,,,,
2015-12-14,434.69,3.541,0.0059,2021.94,573.85,391.81,22.73,,,,,
2015-12-15,442,3.55,0.0058,2043.41,572.88,391.07,20.95,,,,,
2015-12-16,462.65,3.763,0.0043,2073.07,581.09,390.72,17.86,,,,,
2015-12-17,453.98,3.629,0.0058,2041.89,566.41,391.98,18.94,,,,,
2015-12-18,455.53,3.712,0.0056,2005.55,574.73,392.38,20.7,,,,,
2015-12-21,441.78,3.508,0.005,2021.15,583.16,392.23,18.7,,,,,
2015-12-22,437.59,3.411,0.0051,2038.97,579.66,391.45,16.6,,,,,
2015-12-23,437.03,3.39,0.0052,2064.29,576.53,391.06,15.57,,,,,
2015-12-24,442.43,3.555,0.0056,2060.99,580.64,391.73,15.74,,,,,
2015-12-28,422.39,3.481,0.0051,2056.5,576.55,392.36,16.91,,,,,
2015-12-29,421.76,3.455,0.0052,2078.36,576.39,390.53,16.08,,,,,
2015-12-30,431.92,3.505,0.0053,2063.36,571.97,390.71,17.29,,,,,
2015-12-31,427.15,3.455,0.0054,2043.94,572.19,391.48,18.21,,,,,
2016-01-04,430.7,3.465,0.0052,2012.66,580.3,391.97,20.7,,,,,
2016-01-05,433.32,3.488,0.0051,2016.71,582.03,391.79,19.34,,,,,
2016-01-06,431.2,3.459,0.005,1990.26,589.32,393.32,20.59,,,,,
2016-01-07,430.82,3.447,0.005,1943.09,597.91,393.6,24.99,,,,,
2016-01-08,457.05,3.586,0.005,1922.03,592.57,393.85,27.01,,,,,
2016-01-11,446.19,3.525,0.0054,1923.67,591.63,392.99,24.3,,,,,
2016-01-12,447.72,3.55,0.004,1938.68,585.65,394.21,22.47,,,,,
2016-01-13,445.04,3.522,0.0051,1890.28,586.71,394.42,25.22,,,,,
2016-01-14,432.18,3.48,0.0051,1921.84,579.35,393.09,23.95,,,,,
2016-01-15,429.13,3.453,0.0048,1880.33,588.58,393.55,27.02,,,,,
2016-01-19,384.4,3.035,0.0051,1881.33,587.67,393.3,26.05,,,,,
2016-01-20,379.46,3.016,0.0052,1859.33,596.85,392.58,27.59,,,,,
2016-01-21,414.58,3.363,0.0054,1868.99,592.43,391.84,26.69,,,,,
2016-01-22,410.24,3.216,0.0052,1906.9,591.57,391.62,22.34,,,,,
2016-01-25,402.13,3.171,0.0051,1877.08,596.6,391.96,24.15,,,,,
2016-01-26,392.76,3.122,0.0051,1903.63,604.7,392.31,22.5,,,,,
2016-01-27,389.78,3.133,0.0057,1882.95,602.39,391.94,23.11,,,,,
2016-01-28,395.02,3.278,0.0065,1893.36,602.28,391.96,22.42,,,,,
2016-01-29,379.69,3.082,0.0058,1940.24,602.45,392.98,20.2,,,,,
2016-02-01,369.84,3.064,0.0062,1939.38,608.73,391.88,19.98,,,,,
2016-02-02,372.18,3.067,0.0067,1903.03,608.3,393.71,21.98,,,,,
2016-02-03,373.92,3.066,0.007,1912.53,615.92,392.89,21.65,,,,,
2016-02-04,368.02,3.036,0.0066,1915.45,624.66,393.24,21.84,,,,,
2016-02-05,390.65,3.142,0.0066,1880.05,624.78,393.42,23.38,,,,,
2016-02-08,377.94,3.087,0.0081,1853.44,646.49,395.21,26,,,,,
2016-02-09,372.63,3.061,0.0081,1852.21,646.88,394.49,26.54,,,,,
2016-02-10,375.32,3.077,0.0074,1851.86,644.72,394.88,26.29,,,,,
2016-02-11,381.88,3.095,0.0074,1829.08,673.44,394.63,28.14,,,,,
2016-02-12,379.45,3.039,0.0082,1864.78,668.91,392.67,25.4,,,,,
2016-02-16,401.07,3.141,0.0084,1895.58,652.1,392.41,24.11,,,,,
2016-02-17,406.42,3.176,0.0081,1926.82,653.83,391.9,22.31,,,,,
2016-02-18,417.14,3.227,0.0075,1917.83,661.88,393.68,21.64,,,,,
2016-02-19,421.4,3.232,0.0084,1917.78,664.31,393.94,20.53,,,,,
2016-02-22,437.87,3.415,0.0083,1945.5,653.15,394.15,19.38,,,,,
2016-02-23,437.79,3.449,0.0083,1921.27,659.91,394.77,20.98,,,,,
2016-02-24,419.9,3.378,0.0082,1929.8,668.82,394.86,20.72,,,,,
2016-02-25,422.72,3.351,0.0079,1951.7,668.66,396.12,19.11,,,,,
2016-02-26,423.48,3.354,0.0082,1948.05,658.74,395.13,19.81,,,,,
2016-02-29,432.47,3.401,0.0082,1932.23,666.31,396.38,20.55,,,,,
2016-03-01,436.21,3.402,0.0081,1978.35,664.37,395.02,17.7,,,,,
2016-03-02,434.04,3.41,0.0083,1986.45,670.32,395.64,17.09,,,,,
2016-03-03,425.36,3.362,0.0081,1993.4,679.18,396.7,16.7,,,,,
2016-03-04,419.56,3.308,0.0079,1999.99,685.93,396.26,16.86,,,,,
2016-03-07,405.96,3.2,0.0076,2001.76,682.33,396.81,17.35,,,,,
2016-03-08,414.87,3.239,0.0077,1979.26,681.76,398.67,18.67,,,,,
2016-03-09,411.9,3.225,0.0078,1989.26,678.77,397.83,18.34,,,,,
2016-03-10,412.76,3.252,0.0081,1989.57,687.12,398.03,18.05,,,,,
2016-03-11,415.83,3.269,0.0082,2022.19,679.94,398.04,16.5,,,,,
2016-03-14,412.41,3.285,0.0082,2019.64,672.24,399.36,16.92,,,,,
2016-03-15,414.31,3.285,0.0083,2015.93,664.59,400.04,16.84,,,,,
2016-03-16,415.13,3.291,0.0079,2027.22,663.95,400.61,14.99,,,,,
2016-03-17,415.91,3.289,0.0082,2040.59,683,402.06,14.44,,,,,
2016-03-18,418.16,3.278,0.0081,2049.58,677.18,403.34,14.02,,,,,
2016-03-21,411.53,3.19,0.0078,2051.6,671.91,402.61,13.79,,,,,
2016-03-22,411.11,3.19,0.0079,2049.8,674.4,402.95,14.17,,,,,
2016-03-23,416.21,3.22,0.0079,2036.71,661.08,404.73,14.94,,,,,
2016-03-24,416.98,3.22,0.0084,2035.94,659.95,404.08,14.74,,,,,
2016-03-28,424.57,3.277,0.0079,2037.05,659.17,404.67,15.24,,,,,
2016-03-29,422.21,3.251,0.0073,2055.01,667.53,405.85,13.82,,,,,
2016-03-30,415,3.216,0.0075,2063.95,662.74,405.63,13.56,,,,,
2016-03-31,412.44,3.213,0.0074,2059.74,666.52,406.83,13.95,,,,,
2016-04-01,415.66,3.235,0.0073,2072.78,660,406.76,13.1,,,,,
2016-04-04,419.06,3.246,0.0075,2066.13,657.75,407.34,14.12,,,,,
2016-04-05,419.33,3.234,0.0074,2045.17,663.31,408.62,15.42,,,,,
2016-04-06,422.07,3.25,0.0073,2066.66,660.18,408.19,14.09,,,,,
2016-04-07,421.26,3.245,0.0073,2041.91,667.58,409.73,16.16,,,,,
2016-04-08,420.14,3.222,0.0068,2047.6,670.98,408.97,15.36,,,,,
2016-04-11,420.25,3.213,0.0061,2041.99,678.66,409.13,16.26,,,,,
2016-04-12,421.43,3.22,0.0062,2061.72,680.22,408.17,14.85,,,,,
2016-04-13,424.74,3.247,0.006,2082.42,673.43,409.28,13.84,,,,,
2016-04-14,423.47,3.24,0.0059,2082.78,661.68,409.23,13.72,,,,,
2016-04-15,424.02,3.235,0.0064,2080.73,666.05,410.36,13.62,,,,,
2016-04-18,426.26,3.254,0.0066,2094.34,666.28,410.17,13.35,,,,,
2016-04-19,427.69,3.24,0.0067,2100.8,676.69,410.64,13.24,,,,,
2016-04-20,434.92,3.274,0.007,2102.4,676.75,409.69,13.28,,,,,
2016-04-21,441.16,3.268,0.007,2091.48,674.54,409.83,13.95,,,,,
2016-04-22,449.34,3.333,0.0073,2091.58,663.6,409.79,13.22,,,,,
2016-04-25,457.56,3.573,0.0072,2087.79,669.11,409.76,14.08,,,,,
2016-04-26,461.73,3.771,0.0073,2091.7,670.84,409.45,13.96,,,,,
2016-04-27,466,4.003,0.0069,2095.15,674.62,411.1,13.77,,,,,
2016-04-28,447.01,3.963,0.0066,2075.81,683.26,411.15,15.22,,,,,
2016-04-29,448.48,3.771,0.0067,2065.3,696.27,412.59,15.7,,,,,
2016-05-02,452.24,3.698,0.0066,2081.43,699.14,411.43,14.68,,,,,
2016-05-03,444.18,3.673,0.0067,2063.37,696.99,412.66,15.6,,,,,
2016-05-04,450.27,3.729,0.0065,2051.12,687.61,412.7,16.05,,,,,
2016-05-05,445.8,3.733,0.0063,2050.63,686.48,413.5,15.91,,,,,
2016-05-06,448.08,3.698,0.0061,2057.14,698.19,412.44,14.72,,,,,
2016-05-09,457.87,3.913,0.0063,2058.69,683.43,412.75,14.57,,,,,
2016-05-10,460.44,4.031,0.0064,2084.39,682.47,412.88,13.63,,,,,
2016-05-11,449.36,3.781,0.0063,2064.46,688.27,413.5,14.69,,,,,
2016-05-12,452.5,3.864,0.0061,2064.11,685.83,412.58,14.41,,,,,
2016-05-13,454.43,3.838,0.0061,2046.61,686.64,413.73,15.04,,,,,
2016-05-16,458.11,4.051,0.0061,2066.66,687.52,412.64,14.68,,,,,
2016-05-17,454.87,4.005,0.0061,2047.21,689.08,412.6,15.57,,,,,
